transitionVersion,project,medianInsertions,medianDeletions,medianFiles,medianChanges,medianNumberOfCodeFiles,medianNumberOfCodeFilesChanges,medianMedianDepthCodeFiles,totalCommits,totalChanges,totalNumberOfCodeFilesChanges,totalNumberOfTestFilesChanges,changesPerCommit,codeChangesPerCommit,testChangesPerCommit,countCommitsWithTests,testCommitRatio,totalCommitters,countLowContributors
8,kivy,6,2,1,11,1,4,2,53,1649,1147,27,31.11320754716981,21.641509433962263,0.5094339622641509,2,0.03773584905660377,9,3
9,kivy,11.5,4.5,1,19.5,1,11,3,90,3354,2831,60,37.266666666666666,31.455555555555556,0.6666666666666666,4,0.044444444444444446,7,2
10,kivy,11,4,1,20,1,11,3,267,15524,12660,1162,58.142322097378276,47.41573033707865,4.352059925093633,23,0.08614232209737828,12,6
11,kivy,10,4,1,17,1,6,3,103,12660,7451,2141,122.9126213592233,72.33980582524272,20.78640776699029,10,0.0970873786407767,12,6
12,kivy,14,2,1,24,1,4,3,87,3968,1816,73,45.60919540229885,20.873563218390803,0.8390804597701149,3,0.034482758620689655,7,1
13,kivy,6,3,1,13.5,1,6.5,3,160,10556,6988,1641,65.975,43.675,10.25625,22,0.1375,12,7
14,kivy,7,2,1,11.5,1,2,3,70,2654,1712,0,37.91428571428571,24.457142857142856,0,0,0,9,4
15,kivy,6,3,1,12,1,2,3,108,15753,1670,245,145.86111111111111,15.462962962962964,2.2685185185185186,2,0.018518518518518517,16,10
16,kivy,5,2.5,1,11,0,0,3,60,1520,333,10,25.333333333333332,5.55,0.16666666666666666,1,0.016666666666666666,10,5
17,kivy,5,2,1,8,1,4,3,82,2306,1325,80,28.121951219512194,16.158536585365855,0.975609756097561,1,0.012195121951219513,15,5
18,kivy,7,3,1,10,1,2,3,187,10313,4632,323,55.149732620320854,24.77005347593583,1.7272727272727273,14,0.0748663101604278,18,6
19,kivy,8,3,1,12,1,2,3,120,6427,1760,18,53.55833333333333,14.666666666666666,0.15,1,0.008333333333333333,18,6
20,kivy,10,4,1,16,1,5,3,125,8043,4901,75,64.344,39.208,0.6,5,0.04,12,2
21,kivy,7,3,1,10,1,7.5,3,78,3796,3310,15,48.666666666666664,42.43589743589744,0.19230769230769232,3,0.038461538461538464,13,4
22,kivy,8,3,1,13,1,4,3,69,2179,1250,105,31.579710144927535,18.115942028985508,1.5217391304347827,7,0.10144927536231885,17,10
23,kivy,4,3,1,8,1,6,3,162,6507,2905,104,40.166666666666664,17.932098765432098,0.6419753086419753,4,0.024691358024691357,18,8
24,kivy,7.5,3,1,13,1,12,3,120,4628,4285,0,38.56666666666667,35.708333333333336,0,0,0,16,8
2,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
4,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
5,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
6,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
7,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
8,ng-cordova,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
9,ng-cordova,20,1,2,22,1,21,3,87,204569,131411,7,2351.367816091954,1510.471264367816,0.08045977011494253,4,0.04597701149425287,16,13
10,ng-cordova,14.5,1,1,16,1,15.5,3,34,1578,1524,0,46.411764705882355,44.8235294117647,0,1,0.029411764705882353,10,5
11,ng-cordova,25.5,1,1,33,1,31,3,20,733,694,0,36.65,34.7,0,0,0,11,8
12,ng-cordova,15.5,1,1,23,1,3.5,3,112,1232420,1046394,2582,11003.75,9342.80357142857,23.053571428571427,24,0.21428571428571427,10,8
13,ng-cordova,23,4,1,48,1,5,3,59,229668,192594,1426,3892.677966101695,3264.3050847457625,24.16949152542373,16,0.2711864406779661,10,6
14,ng-cordova,15.5,5.5,2,23,2,17.5,3,46,8558,7928,70,186.04347826086956,172.34782608695653,1.5217391304347827,5,0.10869565217391304,12,8
15,ng-cordova,16.5,3.5,2,31,1,18,3,70,26813,26195,354,383.04285714285714,374.2142857142857,5.057142857142857,7,0.1,20,18
16,ng-cordova,25,10,4,52,2,28,3,79,724866,701440,139,9175.518987341773,8878.987341772152,1.759493670886076,5,0.06329113924050633,10,8
17,ng-cordova,22.5,12.5,5,40,5,28,3,52,14247,13503,54,273.9807692307692,259.6730769230769,1.0384615384615385,2,0.038461538461538464,14,11
18,ng-cordova,40,2,1,57,1,24,3,13,962,893,69,74,68.6923076923077,5.3076923076923075,2,0.15384615384615385,7,6
19,ng-cordova,7,1,1,8,1,8,3,21,998,815,147,47.523809523809526,38.80952380952381,7,2,0.09523809523809523,11,10
20,ng-cordova,10,1,1,11,1,11,3,21,1738,1580,150,82.76190476190476,75.23809523809524,7.142857142857143,4,0.19047619047619047,13,12
21,ng-cordova,4,3,1,9,1,3,3,17,17072,16549,34,1004.2352941176471,973.4705882352941,2,2,0.11764705882352941,11,9
22,ng-cordova,10,1,1,11.5,1,10,3,10,3729,3705,0,372.9,370.5,0,0,0,8,8
23,ng-cordova,22,4,1,26,1,15,3,21,13318,13195,38,634.1904761904761,628.3333333333334,1.8095238095238095,2,0.09523809523809523,11,10
24,ng-cordova,216,6,5,216,4,125,2.5,9,2962,2645,215,329.1111111111111,293.8888888888889,23.88888888888889,2,0.2222222222222222,6,6
2,boto,5,2,1,8,1,5,3,43,620,480,27,14.418604651162791,11.162790697674419,0.627906976744186,4,0.09302325581395349,15,11
3,boto,11.5,2,1,15,1,11,3,44,1688,1310,259,38.36363636363637,29.772727272727273,5.886363636363637,2,0.045454545454545456,14,12
4,boto,7.5,2.5,1,12,1,7.5,3,64,4002,2105,514,62.53125,32.890625,8.03125,9,0.140625,13,8
5,boto,6,2,1,8.5,1,6.5,3,32,886,605,238,27.6875,18.90625,7.4375,7,0.21875,10,6
6,boto,9,2,1,13,1,12,3,37,1285,1077,160,34.729729729729726,29.10810810810811,4.324324324324325,3,0.08108108108108109,15,10
7,boto,12,3,1,20,1,6,3,127,9940,6154,1677,78.26771653543307,48.45669291338583,13.204724409448819,31,0.2440944881889764,23,18
8,boto,7,3,1,10,1,4,3,95,5198,2534,908,54.71578947368421,26.673684210526314,9.557894736842105,18,0.18947368421052632,18,11
9,boto,3,1,1,6,1,4,3,79,4276,3910,210,54.12658227848101,49.49367088607595,2.6582278481012658,10,0.12658227848101267,19,13
10,boto,10,2,1,12,1,10.5,3,48,6377,5133,1105,132.85416666666666,106.9375,23.020833333333332,13,0.2708333333333333,20,14
11,boto,7.5,2,1,11.5,1,7,3,58,6247,4128,734,107.70689655172414,71.17241379310344,12.655172413793103,7,0.1206896551724138,20,11
12,boto,11,2,1,17,1,2,3,107,7452,4603,2081,69.64485981308411,43.018691588785046,19.44859813084112,42,0.3925233644859813,16,9
13,boto,6,2,1,6,1,4,3,41,2367,2123,139,57.73170731707317,51.78048780487805,3.3902439024390243,5,0.12195121951219512,17,12
14,boto,14,3,1,20,1,15,3,41,3264,2854,388,79.60975609756098,69.60975609756098,9.463414634146341,6,0.14634146341463414,15,9
15,boto,10,3,1,15,1,9,3,151,11248,7593,3171,74.49006622516556,50.28476821192053,21,34,0.2251655629139073,26,17
16,boto,7,2,1,9,1,5,3,65,2956,2189,666,45.47692307692308,33.676923076923075,10.246153846153845,13,0.2,23,15
17,boto,14,3,1,18,1,7,3,65,3165,2042,1040,48.69230769230769,31.415384615384614,16,20,0.3076923076923077,17,11
18,boto,11,2,1,16.5,1,6,3,114,7744,5112,1663,67.9298245614035,44.8421052631579,14.587719298245615,30,0.2631578947368421,26,17
19,boto,11,2,1,18,1,5,3,71,5527,3149,1865,77.84507042253522,44.352112676056336,26.267605633802816,24,0.3380281690140845,21,10
20,boto,8,2,1,13,1,3.5,3,114,8446,3383,4257,74.08771929824562,29.67543859649123,37.3421052631579,29,0.2543859649122807,30,18
21,boto,7,2,1,12.5,1,2,3,52,5731,2193,649,110.21153846153847,42.17307692307692,12.48076923076923,19,0.36538461538461536,18,9
22,boto,17.5,2,2,24,1,8.5,3,40,6367,4883,1077,159.175,122.075,26.925,17,0.425,15,7
23,boto,9,2,1,12,1,3,3,66,8920,4766,2625,135.15151515151516,72.21212121212122,39.77272727272727,12,0.18181818181818182,14,7
24,boto,10,1,1,13.5,1,2,3,52,1526,731,669,29.346153846153847,14.057692307692308,12.865384615384615,26,0.5,18,13
2,Aloha-Editor,1,1,1,2,0,0,4,21,150,50,0,7.142857142857143,2.380952380952381,0,0,0,4,
3,Aloha-Editor,6,2,1,11,1,4,6,29,760,521,0,26.20689655172414,17.96551724137931,0,0,0,5,1
4,Aloha-Editor,12,7,1,18,1,14,6,31,1570,1393,0,50.645161290322584,44.935483870967744,0,0,0,4,1
5,Aloha-Editor,12,3,2,16,1,4,4,27,2413,2082,0,89.37037037037037,77.11111111111111,0,0,0,7,
6,Aloha-Editor,5,2,1,8,1,4,6,34,762,572,0,22.41176470588235,16.823529411764707,0,0,0,4,
7,Aloha-Editor,8,3,1,17,1,5,6,47,1930,1779,0,41.06382978723404,37.851063829787236,0,0,0,7,
8,Aloha-Editor,6,2,1,8,0,0,6,67,2775,2106,62,41.417910447761194,31.432835820895523,0.9253731343283582,3,0.04477611940298507,6,1
9,Aloha-Editor,1,1,1,2,0,0,6,13,136,86,0,10.461538461538462,6.615384615384615,0,0,0,4,
10,Aloha-Editor,2,1,1,2.5,0.5,1,4,6,23,10,0,3.8333333333333335,1.6666666666666667,0,0,0,4,1
11,Aloha-Editor,5.5,3,1,14.5,0,0,6,36,822,607,0,22.833333333333332,16.86111111111111,0,0,0,8,2
12,Aloha-Editor,6.5,5.5,1,13.5,1,4,6,104,17926,6566,70,172.3653846153846,63.13461538461539,0.6730769230769231,3,0.028846153846153848,13,2
13,Aloha-Editor,3,1,1,6,0,0,6,77,3150,492,755,40.90909090909091,6.3896103896103895,9.805194805194805,2,0.025974025974025976,8,
14,Aloha-Editor,3.5,1,1,6,0,0,5.5,40,4041,3591,0,101.025,89.775,0,0,0,9,1
15,Aloha-Editor,3,1,1,6,0,0,6,45,8052,7258,6,178.93333333333334,161.2888888888889,0.13333333333333333,1,0.022222222222222223,8,
16,Aloha-Editor,1,1,1,4,0,0,6,67,2569,234,658,38.343283582089555,3.4925373134328357,9.82089552238806,2,0.029850746268656716,7,1
17,Aloha-Editor,1,1,1,2,0,0,6,15,54,1,0,3.6,0.06666666666666667,0,0,0,3,
18,Aloha-Editor,1,1,1,2,0,0,5.5,23,287,142,0,12.478260869565217,6.173913043478261,0,0,0,6,
19,Aloha-Editor,1,1,1,2,0,0,5,48,1839,436,0,38.3125,9.083333333333334,0,0,0,4,
20,Aloha-Editor,1,1,1,5,0,0,4.5,41,280,107,0,6.829268292682927,2.6097560975609757,0,0,0,4,
21,Aloha-Editor,1,1,1,2,0,0,NaN,19,73,0,0,3.8421052631578947,0,0,0,0,4,
22,Aloha-Editor,1,1,1,2,0,0,NaN,5,643,0,0,128.6,0,0,0,0,2,
23,Aloha-Editor,1,1,1,2,0,0,4,19,177,113,0,9.31578947368421,5.947368421052632,0,0,0,3,
24,Aloha-Editor,1,1,1,2,0,0,4,65,773,332,58,11.892307692307693,5.107692307692307,0.8923076923076924,2,0.03076923076923077,6,
2,RxJava,15.5,1,1,21.5,1,3,9,148,12316,7756,2816,83.21621621621621,52.4054054054054,19.027027027027028,41,0.27702702702702703,12,4
3,RxJava,23.5,1,1,25.5,1,10,7,74,59778,21155,38467,807.8108108108108,285.8783783783784,519.8243243243244,28,0.3783783783783784,13,5
4,RxJava,25,5,1,40,1,16,9,247,59100,39618,18300,239.27125506072875,160.39676113360323,74.08906882591093,113,0.4574898785425101,15,4
5,RxJava,51,6,1,79,1,39,7,121,50086,34330,15555,413.93388429752065,283.7190082644628,128.55371900826447,57,0.47107438016528924,14,6
6,RxJava,39.5,9,2,61,1,30.5,7,184,50532,33667,16185,274.6304347826087,182.97282608695653,87.96195652173913,96,0.5217391304347826,21,6
7,RxJava,29,5,2,41,1,4,7,165,29016,14030,8649,175.85454545454544,85.03030303030303,52.41818181818182,58,0.3515151515151515,22,8
8,RxJava,19,3.5,1,29.5,1,2,7,84,8327,4816,2853,99.13095238095238,57.333333333333336,33.964285714285715,31,0.36904761904761907,19,7
9,RxJava,40.5,13,2.5,60.5,2,36.5,7,168,58339,44964,12420,347.2559523809524,267.64285714285717,73.92857142857143,97,0.5773809523809523,12,3
10,RxJava,23,3,2,32,1,22,8,161,24534,18574,5465,152.38509316770185,115.36645962732919,33.94409937888199,68,0.422360248447205,19,7
11,RxJava,19,6,1,25,1,5,8,89,18962,11023,5879,213.0561797752809,123.85393258426966,66.0561797752809,36,0.4044943820224719,16,5
12,RxJava,18,3,1,24,1,5.5,8,116,14086,10216,3590,121.43103448275862,88.06896551724138,30.948275862068964,56,0.4827586206896552,18,5
13,RxJava,12,3,1,20,1,3,7,67,50905,28281,13248,759.776119402985,422.1044776119403,197.73134328358208,17,0.2537313432835821,13,4
14,RxJava,18,7,1,30,1,8,7,47,5641,3164,2301,120.02127659574468,67.31914893617021,48.95744680851064,24,0.5106382978723404,10,4
15,RxJava,15,4,1,30,1,10,6,79,7711,2981,3281,97.60759493670886,37.734177215189874,41.53164556962025,31,0.3924050632911392,15,8
16,RxJava,20,8,2,35,1,12,6.5,63,7432,3605,3295,117.96825396825396,57.22222222222222,52.301587301587304,29,0.4603174603174603,9,2
17,RxJava,22,3,2,30,1,9,7,23,1154,573,548,50.17391304347826,24.91304347826087,23.82608695652174,14,0.6086956521739131,8,1
18,RxJava,7,3,1,11.5,1,4,6,106,8174,4663,3251,77.11320754716981,43.990566037735846,30.669811320754718,49,0.46226415094339623,12,4
19,RxJava,16,3.5,2,29.5,1,6,6,38,2538,1268,1127,66.78947368421052,33.36842105263158,29.657894736842106,15,0.39473684210526316,9,3
20,RxJava,5.5,1,1,11,0,0,7,28,1206,275,873,43.07142857142857,9.821428571428571,31.178571428571427,12,0.42857142857142855,9,3
21,RxJava,31,4,1,40,1,9,7,35,4668,2592,2032,133.37142857142857,74.05714285714286,58.05714285714286,19,0.5428571428571428,7,3
22,RxJava,44,8,2,55,1,17,7,37,5031,3050,1877,135.97297297297297,82.43243243243244,50.729729729729726,28,0.7567567567567568,6,
23,RxJava,31,13,2,49,1,36,6,23,5246,3865,1381,228.08695652173913,168.04347826086956,60.04347826086956,12,0.5217391304347826,6,1
24,RxJava,43,13,2,84,1,28,6.75,37,13135,7639,5349,355,206.45945945945945,144.56756756756758,23,0.6216216216216216,11,3
2,Theano,11,3,1,14,0,0,3,67,2387,1172,415,35.62686567164179,17.492537313432837,6.1940298507462686,22,0.3283582089552239,7,1
3,Theano,7,3,1,12,1,2,3,201,5982,2380,2984,29.761194029850746,11.840796019900498,14.845771144278608,83,0.4129353233830846,11,
4,Theano,8,3,1,12,1,3,3,255,10749,7357,2826,42.15294117647059,28.850980392156863,11.08235294117647,88,0.34509803921568627,7,1
5,Theano,8,3,1,13,1,3,3,214,11927,4832,3420,55.73364485981308,22.57943925233645,15.981308411214954,78,0.3644859813084112,14,4
6,Theano,5,2,1,8,1,2,4,250,7077,3857,2335,28.308,15.428,9.34,73,0.292,11,4
7,Theano,10,3,1,15,1,3,3,323,17615,8315,7949,54.53560371517028,25.743034055727556,24.609907120743035,126,0.39009287925696595,12,2
8,Theano,9,3,1,12,1,4,3,273,20928,11577,4894,76.65934065934066,42.40659340659341,17.926739926739927,84,0.3076923076923077,8,
9,Theano,10,3,1,14,1,3,3,182,10803,3783,1954,59.357142857142854,20.785714285714285,10.736263736263735,50,0.27472527472527475,9,1
10,Theano,11,4,1,15,1,3,3,138,17414,12987,1749,126.18840579710145,94.1086956521739,12.673913043478262,46,0.3333333333333333,7,1
11,Theano,11,2,1,15,1,5.5,3,140,7524,4594,2588,53.74285714285714,32.81428571428572,18.485714285714284,55,0.39285714285714285,10,1
12,Theano,15,4,1,26,1,7.5,3,158,15727,8550,6010,99.5379746835443,54.11392405063291,38.037974683544306,69,0.43670886075949367,11,
13,Theano,9,3,1,15,1,3,3,271,14997,7994,5534,55.33948339483395,29.498154981549817,20.420664206642066,144,0.5313653136531366,10,1
14,Theano,7,3,1,12,1,4,3,443,34579,12200,7909,78.05643340857787,27.539503386004515,17.853273137697517,112,0.2528216704288939,9,1
15,Theano,7,2,1,12,1,4.5,3,344,12176,6657,2519,35.395348837209305,19.351744186046513,7.3226744186046515,93,0.2703488372093023,8,1
16,Theano,5,2,1,10,1,5,3,151,4340,2820,1379,28.741721854304636,18.67549668874172,9.132450331125828,40,0.26490066225165565,8,1
17,Theano,6,2,1,10,1,4,3,242,5141,3079,1259,21.24380165289256,12.723140495867769,5.202479338842975,69,0.28512396694214875,9,1
18,Theano,7,3,1,12,1,7,3,96,3727,2673,923,38.822916666666664,27.84375,9.614583333333334,31,0.3229166666666667,7,1
19,Theano,7,3,1,10,1,6,3,162,3824,2629,887,23.604938271604937,16.228395061728396,5.4753086419753085,37,0.22839506172839505,11,1
20,Theano,6,3,1,10,1,6,3,263,8005,6081,1296,30.437262357414447,23.121673003802282,4.927756653992396,56,0.21292775665399238,8,1
21,Theano,7,3,1,11,1,4.5,3,84,1571,1095,239,18.702380952380953,13.035714285714286,2.8452380952380953,16,0.19047619047619047,12,4
22,Theano,7,3,1,12,1,4.5,3,114,2604,1734,462,22.842105263157894,15.210526315789474,4.052631578947368,33,0.2894736842105263,9,4
23,Theano,8.5,2,1,10.5,1,5.5,3,156,5305,2722,923,34.006410256410255,17.44871794871795,5.916666666666667,48,0.3076923076923077,10,3
24,Theano,9,3,1,13,1,3,3,129,4669,2266,1966,36.1937984496124,17.565891472868216,15.24031007751938,56,0.43410852713178294,6,1
2,matplotlib,7,3,1,14,1,5,3,59,4089,1666,112,69.30508474576271,28.23728813559322,1.8983050847457628,6,0.1016949152542373,13,1
3,matplotlib,4,2,1,6,1,4,3,76,3232,2917,103,42.526315789473685,38.38157894736842,1.355263157894737,7,0.09210526315789473,13,3
4,matplotlib,2,5,1,7,1,5,3,19,276,250,15,14.526315789473685,13.157894736842104,0.7894736842105263,2,0.10526315789473684,8,3
5,matplotlib,10,4,1,16,1,13,3,53,2936,2805,20,55.39622641509434,52.924528301886795,0.37735849056603776,2,0.03773584905660377,13,5
6,matplotlib,5,4.5,1,15.5,1,15.5,3,16,374,362,0,23.375,22.625,0,0,0,6,2
7,matplotlib,9,3,1,14,1,12,3,109,5953,5295,1,54.61467889908257,48.57798165137615,0.009174311926605505,3,0.027522935779816515,15,5
8,matplotlib,4,3,1,7,1,5,3,29,1102,792,53,38,27.310344827586206,1.8275862068965518,5,0.1724137931034483,13,4
9,matplotlib,3,1,1,6.5,1,2,3,28,431,374,14,15.392857142857142,13.357142857142858,0.5,2,0.07142857142857142,10,3
10,matplotlib,8,4,1,14,1,4,3,151,5315,3243,863,35.19867549668874,21.47682119205298,5.71523178807947,37,0.24503311258278146,17,6
11,matplotlib,8,4.5,1,14.5,1,12,3,78,2684,2405,48,34.41025641025641,30.833333333333332,0.6153846153846154,6,0.07692307692307693,22,7
12,matplotlib,7,3,1,10,1,6,3,75,6166,1703,184,82.21333333333334,22.706666666666667,2.453333333333333,12,0.16,19,7
13,matplotlib,8,2,1,12.5,1,5,3,218,27286,14852,1324,125.1651376146789,68.12844036697248,6.073394495412844,43,0.19724770642201836,21,3
14,matplotlib,9,3,1,16,1,6,3,125,7027,5987,577,56.216,47.896,4.616,16,0.128,19,4
15,matplotlib,4,2,1,6.5,1,3,3,90,3655,3062,244,40.611111111111114,34.022222222222226,2.7111111111111112,13,0.14444444444444443,18,4
16,matplotlib,5,3,1,9,1,3,3,111,6396,3744,829,57.62162162162162,33.729729729729726,7.468468468468468,10,0.09009009009009009,27,11
17,matplotlib,6,2.5,1,10.5,1,5,3,80,5841,2179,312,73.0125,27.2375,3.9,17,0.2125,16,5
18,matplotlib,4,1,1,7,1,4,3,124,4714,4075,226,38.016129032258064,32.86290322580645,1.8225806451612903,22,0.1774193548387097,25,9
19,matplotlib,5,3,1,10,1,2,3,136,38173,17051,2368,280.68382352941177,125.375,17.41176470588235,43,0.3161764705882353,23,7
20,matplotlib,4,2,1,9,1,3,3,85,4795,2867,222,56.411764705882355,33.72941176470588,2.611764705882353,14,0.16470588235294117,17,5
21,matplotlib,10,3,2,14,1,6,3,191,7024,4658,1290,36.774869109947645,24.387434554973822,6.7539267015706805,59,0.3089005235602094,21,6
22,matplotlib,7,3,1,10,1,4.5,3,206,14487,8806,1772,70.3252427184466,42.74757281553398,8.601941747572816,60,0.2912621359223301,22,9
23,matplotlib,9,1,1,11,1,4,3,80,10154,5789,441,126.925,72.3625,5.5125,14,0.175,17,9
24,matplotlib,10,3.5,1,15.5,1,8.5,3,94,5226,4521,133,55.59574468085106,48.09574468085106,1.4148936170212767,5,0.05319148936170213,24,11
2,keras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,keras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
4,keras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
5,keras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
6,keras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
7,keras,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
8,keras,7,2,1,12,1,5,2,114,6727,4461,40,59.00877192982456,39.13157894736842,0.3508771929824561,1,0.008771929824561403,17,14
9,keras,7,2,1,8,1,4,2,61,2193,1639,313,35.950819672131146,26.868852459016395,5.131147540983607,2,0.03278688524590164,17,12
10,keras,7,2,1,11,1,6,2,151,5373,2942,1855,35.58278145695364,19.483443708609272,12.28476821192053,47,0.31125827814569534,18,10
11,keras,8,3,1,16,1,4,2.5,214,9218,5569,2930,43.074766355140184,26.023364485981308,13.69158878504673,58,0.27102803738317754,23,16
12,keras,6,2,1,12,1,7.5,3,72,2177,1755,337,30.23611111111111,24.375,4.680555555555555,14,0.19444444444444445,23,14
13,keras,3,2,1,5,1,3,3,57,1175,590,370,20.614035087719298,10.350877192982455,6.491228070175438,13,0.22807017543859648,19,11
14,keras,4,3,1,8,1,5.5,3,56,3413,2228,553,60.94642857142857,39.785714285714285,9.875,8,0.14285714285714285,14,9
15,keras,4,2,1,6,1,3,3,146,5857,4568,1076,40.11643835616438,31.28767123287671,7.36986301369863,28,0.1917808219178082,21,12
16,keras,4,2,1,8,1,2,3,270,26758,10868,13009,99.1037037037037,40.25185185185185,48.181481481481484,91,0.337037037037037,25,16
17,keras,6,3,1,10,1,6,3,90,2937,2332,446,32.63333333333333,25.91111111111111,4.955555555555556,25,0.2777777777777778,24,14
18,keras,9,3,1,14,1,4,3,87,3069,2069,842,35.275862068965516,23.7816091954023,9.67816091954023,26,0.2988505747126437,24,18
19,keras,9.5,6,1,16.5,1,14,3,86,6638,4859,1541,77.18604651162791,56.5,17.91860465116279,19,0.22093023255813954,21,13
20,keras,6,4,1,13,1,6,3,147,21364,15284,4348,145.33333333333334,103.97278911564626,29.578231292517007,42,0.2857142857142857,24,11
21,keras,5,2,1,7,1,6,3,85,2233,1821,312,26.270588235294117,21.423529411764704,3.6705882352941175,12,0.1411764705882353,30,21
22,keras,4,2,1,6,1,6,3,69,1490,1212,80,21.594202898550726,17.565217391304348,1.1594202898550725,6,0.08695652173913043,25,21
23,keras,5,2,1,8,1,6,3,69,3723,3063,575,53.95652173913044,44.391304347826086,8.333333333333334,18,0.2608695652173913,23,16
24,keras,7,3,1,13,1,7,3,89,4886,3403,1221,54.89887640449438,38.235955056179776,13.719101123595506,25,0.2808988764044944,35,29
2,material-ui,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,0,NaN,0,
3,material-ui,24,4,4,38,0,0,3,43,8411,347,0,195.6046511627907,8.069767441860465,0,0,0,4,1
4,material-ui,5,2,2,6,0,0,1,31,4334,601,0,139.80645161290323,19.387096774193548,0,0,0,5,2
5,material-ui,10,5,2,19,0,0,4,149,30133,1058,0,202.23489932885906,7.100671140939597,0,0,0,11,7
6,material-ui,7,4,1,14.5,0,0,2,150,6162,348,0,41.08,2.32,0,0,0,22,17
7,material-ui,12.5,6,2,21.5,0,0,4,174,16624,299,0,95.54022988505747,1.7183908045977012,0,0,0,20,13
8,material-ui,12.5,5,2,20,0,0,4,122,16445,950,0,134.79508196721312,7.786885245901639,0,0,0,13,7
9,material-ui,6,4,1,14,0,0,4.5,105,106629,90124,0,1015.5142857142857,858.3238095238095,0,0,0,21,14
10,material-ui,15.5,9,2,22,0,0,4,76,10066,1003,0,132.44736842105263,13.197368421052632,0,0,0,15,10
